cid,smiles,action,action_gen
76322220,CN1CC[C@]23[C@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=CC4)OC(=O)C6=CC=CC=C6.Cl,AGONIST,AGONIST
91938095,CC(C)[C@@H](CN1CCC(CC1)C2=CC(=CC=C2)O)NC(=O)[C@H]3CC4=C(CN3)C=C(C=C4)O,ANTAGONIST,ANTAGONIST
92042890,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)OCCOC7=C8C9=C(C[C@@H]1[C@@]23[C@]9(CCN1CC1CC1)[C@@H](O8)[C@@](CC2)([C@H](C3)[C@@](C)(C(C)(C)C)O)OC)C=C7)O4)CC1CC1)OC)(C(C)(C)C)O,PARTIAL AGONIST,PARTIAL AGONIST
118753644,C1C[C@]2(C3CC4=C5[C@@]2(CCN3CC6CC6)C([C@@H]1N7C(=O)C8=CC=CC=C8C7=O)OC5=C(C=C4)O)O,PARTIAL AGONIST,PARTIAL AGONIST
121231403,C1=CC(=C(C(=C1)Cl)NC2=NC(=CS2)C3=CC=C(C=C3)N(O)O)Cl,POSITIVE,OTHER
121231404,CC1=CC=C(C=C1)S(=O)(=O)N2CCSC2C3=CC(=C(C=C3)OC)N(O)O,NEUTRAL,OTHER
121231405,COC1=C(C=CC(=C1)Br)C2N(CCS2)S(=O)(=O)C3=CC=C(C=C3)Cl,NEUTRAL,OTHER
121596705,C[C@@H](CC1=CSC=C1)NC(=O)NC[C@H](CC2=CC=C(C=C2)O)N(C)C,BIASED AGONIST,OTHER
127021145,C[C@@H](CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N3CCCC3)N4CCOCC4,AGONIST,AGONIST
132990929,C1CCC(CC1)N2CCN(CC2)C(CC3=CC=CC=C3)C4=CC(=CC=C4)F,AGONIST,AGONIST
132990963,C1CCC(CC1)N2CCN(CC2)C(CC3=CC=CC=C3)C4=CC=C(C=C4)F,AGONIST,AGONIST
132990975,C1CCC(CC1)N2CCN(CC2)C(CC3=CC=CC=C3)C4=CC=CC=C4F,AGONIST,AGONIST
134156377,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.C(C(C(=O)O)O)(C(=O)O)O.O.O,AGONIST,AGONIST
137434175,CCC1=CC2=C(C(=C(N=C2C(=C1)F)N3CCC(CC3)NC4CCOCC4)C5=NC(=NO5)C)C,ANTAGONIST,ANTAGONIST
145993966,CN1CC[C@]23[C@@H]4[C@H](CCC2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O)OCCOCCOCCOCCOCCOCCOC,AGONIST,AGONIST
